UserId,BookId
16795,0553240749
16795,0553262645
16795,0553272055
16795,0553275291
16795,0553278827
16795,0553284118
16795,0553284657
16795,0553294903
16795,0553296981
16795,0553379291
16795,0553572326
16795,0553573659
16795,0553579754
16795,0553582747
16795,055358412X
16795,0553801376
16795,0553802976
16795,0590416022
16795,0590543318
16795,0609607375
16795,0609803875
16795,0618154442
16795,0670032107
16795,0670220264
16795,0670870897
16795,0670894605
16795,0671001132
16795,0671016792
16795,0671021001
16795,0671025333
16795,0671039741
16795,0671042262
16795,0671067990
16795,0671218395
16795,0671229419
16795,0671249894
16795,067151699X
16795,0671525743
16795,0671533983
16795,067164257X
16795,0671648144
16795,0671664581
16795,0671670646
16795,0671729489
16795,0671735098
16795,0671749013
16795,0671759361
16795,0671769316
16795,0671799525
16795,0679403558
16795,0679412476
16795,0679428526
16795,067943013X
16795,0679437460
16795,0679452532
16795,0679736379
16795,067974388X
16795,0679746048
16795,0679770410
16795,0684128195
16795,0684801221
16795,0684814994
16795,0684834723
16795,0684835819
16795,0684842327
16795,0684849739
16795,068485080X
16795,0684859939
16795,0684866102
16795,0684871262
16795,0688040330
16795,0688093043
16795,068810312X
16795,0688107508
16795,0688119344
16795,0688151175
16795,0688160824
16795,0688170528
16795,0688172865
16795,0688173691
16795,0688180639
16795,068971310X
16795,0689849109
16795,0694056081
16795,0696219166
16795,0736802053
16795,0740704818
16795,0743203631
16795,0743204735
16795,0743211189
16795,0743211375
16795,0743235150
16795,0743237188
16795,0743411323
16795,074341134X
16795,0743412273
16795,0743418174
16795,0743418891
16795,0743428587
16795,0743454529
16795,0762406925
16795,0762703245
16795,0762709308
16795,0763603368
16795,0763606391
16795,0765304058
16795,0767905938
16795,0767915054
16795,0785271899
16795,0786011998
16795,0786860200
16795,0786866845
16795,0786867647
16795,0786868090
16795,0786868716
16795,0786869054
16795,078688097X
16795,0786881852
16795,0800716779
16795,0800717228
16795,0800754344
16795,0800771710
16795,0802135196
16795,0803600747
16795,0804107432
16795,0804114609
16795,0805061762
16795,0805066128
16795,0806968427
16795,0811801802
16795,0811802981
16795,0811831620
16795,0812930304
16795,0812931130
16795,0812967240
16795,0812992113
16795,0821764020
16795,0836246322
16795,0836270061
16795,0842329129
16795,0842329242
16795,0842329269
16795,0849911389
16795,0849914787
16795,0849937418
16795,0866852611
16795,0870334662
16795,087113795X
16795,0871235609
16795,0871565471
16795,0875962572
16795,0876057644
16795,0877017883
16795,0879758406
16795,0880706414
16795,088088990X
16795,0882666231
16795,088365721X
16795,0890099804
16795,0891760377
16795,0893753564
16795,0894803204
16795,0895261537
16795,0895261677
16795,0895552418
16795,0895555484
16795,0895771462
16795,0897212533
16795,0915099047
16795,0931432820
16795,0940450186
16795,0959774661
16795,0960638881
16795,0967944406
16795,0967976405
16795,0971766711
16795,1400032717
16795,1551660571
16795,1551665301
16795,1551668696
16795,155166884X
16795,1555216412
16795,1555910807
16795,1558532161
16795,1558743669
16795,1558744150
16795,1558744215
16795,155874424X
16795,1558748865
16795,1562920448
16795,1565121368
16795,1567184855
16795,1567993869
16795,156895428X
16795,1570761930
16795,1572971835
16795,1573221112
16795,1573223581
16795,1573225835
16795,1573229326
16795,1576738574
16795,1852232641
16795,1852839961
16795,1878399705
16795,1878424114
16795,1882723007
16798,0312265859
16798,0345422384
16798,0452261368
16798,0671797050
16799,0553569309
16799,0812575520
16800,0743418735
16803,0060931213
16803,0449911446
16803,0452283205
16805,0061015725
16805,0345413873
16805,0345428307
16805,0786001445
16805,0786014490
16815,0786013788
16818,0316569321
16818,0316899984
16818,0943233437
16818,1573241180
16827,0380703122
16827,0380703130
16827,0425124347
16827,0440164834
16830,9736833364
16833,0060959037
16835,0380728133
16835,0671876155
16840,0316666343
16853,0688077943
16854,0684803852
16854,0786867647
16859,080411868X
16862,8845903095
16865,0373872410
16867,0452283205
16867,3442442354
16867,345319988X
16867,3492227694
16867,3492229905
16867,3548255558
16867,3596144868
16870,0812966430
16871,0024278254
16871,0060611855
16871,0060937645
16871,0062501178
16871,0312401612
16871,0375500316
16871,0385315031
16871,038547508X
16871,0393962903
16871,0446527165
16871,0525945938
16871,0679437452
16871,0679457224
16871,0679722319
16871,0871133741
16871,1569246009
16871,1582971242
16875,0425137457
16877,038550120X
16877,0440159016
16877,0449242773
16877,0517383497
16877,0553225855
16877,055325748X
16877,0670030031
16877,0786868716
16907,957606239X
16908,0140441379
16908,037327307X
16908,0373711026
16908,0449234282
16908,0515127833
16908,0515132187
16908,1563318385
16916,0312924585
276736,3257224281
276745,342310538
276747,0060517794
276747,0671537458
276747,0679776818
276751,3596218098
276754,0684867621
276760,8440682697
276762,3453092007
276772,3499230933
276772,3596151465
276774,3442136644
276786,8437606322
276788,0345443683
276788,055310666X
276804,0440498058
276808,0395547032
276811,0440414121
276812,8879839993
276813,8423996565
276813,8426449476
276813,8478884831
276813,8478886044
276814,0091830893
276814,0812571029
276820,0140260498
276822,0060096195
276822,0141310340
276822,0142302198
276822,0156006065
276822,0375821813
276822,038076041X
276822,0552546933
276822,0689804458
276822,0699854289
276822,0786812508
276822,0786817070
276822,0805057706
276822,1551925060
276822,1573248533
276830,0440225825
276835,3125785006
276847,3404145909
276847,3404148576
276847,3423071516
276847,3426029553
276847,3426671298
276847,344215121X
276847,3442413508
276847,3442422035
276847,3442435773
276847,3442441080
276847,3442444020
276847,3442446414
276847,3442449820
276847,3492231322
276847,3499433443
276847,3506464078
276847,3551551677
276847,3551551685
276847,3551551693
276847,3551551936
276847,359621078X
276847,360893541X
276847,3608935428
276847,3608935436
276847,3809024589
276847,3821815191
276848,3462026062
276859,077104450X
276859,0789706032
276859,0836218833
276859,0836220889
276859,088365721X
276859,1567616089
276861,0141011904
276861,3423201509
276861,3423206616
276861,344242529
276861,3446200452
276861,3499231603
276861,360893541X
276861,3608935428
276861,3608935436
276861,3886807843
276862,1569312435
276862,1892213141
276863,8530805461
276866,3404126343
276866,3404139178
276866,345309221X
276872,0425167097
276872,042518109X
276872,8571648972
276872,8588615126
276872,8589885291
276875,014366020444
276875,8496075850
276875,8817112917
276875,8838910987
276875,8846200624
276875,88741800047
276875,8887432252
276875,8888424121
276887,0812533550
276896,0440241537
276904,0375901582
276904,0440228840
276904,0440414121
276905,0060542845
276911,8420430943
276911,8420636282
276911,8432205311
276916,0441008291
276925,002542730X
276925,0385504209
276925,0553275283
276925,0582530431
276925,1400002672
276925,8420444367
276925,8422655500
276925,8422657104
276925,8423976645
276925,8426109799
276925,950491036X
276927,0749336145
276928,0671021354
276928,0671026283
276928,0671027506
276929,2020101653
276929,20202006935
276929,20203119888
276929,2070404587
276929,2070404706
276929,2253030570
276929,2253171670
276929,2253172367
276929,2264036036
276929,226604960
276929,2266102621
276929,2266105698
276929,2702424131
276934,1566190096
276939,2253063339
276939,2253137243
276939,2253144452
276939,2253152072
276939,226612269X
276939,2702401694
276939,2878580753
276939,8423310353
276949,349202436X
276953,0140182551
276953,0446310786
276954,3419528078
276954,3423118709
276954,3453034120
276954,3806852456
276964,0345348672
276964,0345354621
276964,0345435036
276964,0385264356
276964,0425104273
276964,0440220602
276964,0684867621
276964,0812550307
276964,0843949163
276964,0886774802
276964,0886774829
276964,0886775426
276964,0886775957
276965,9722900684
276984,0590259970
276984,0590260251
276984,0590426702
276984,0590436422
276984,0590436449
276984,0590436465
276984,0590436481
276984,059043649X
276984,0590442589
276984,0590442996
276984,0590448234
276984,0590448595
276984,0590456504
276984,0590470485
276986,0060930187
276986,0375760911
276986,0689817851
276986,0874869870
276988,0061094404
276988,0671793489
276990,8817134899
276994,3100970616
276994,3257062354
276994,3442727073
276994,3545202461
276994,3596214629
276998,0618045996
277009,0452282101
277010,3257060580
277012,0553581112
277012,0892964456
277018,0451179994
277028,0425182150
277031,1883473004
277032,0061007129
277036,0812511816
277036,0880381736
277036,0880381744
277042,0312283709
277042,0446611212
277042,0609804138
277042,074343627X
277051,0075536498
277051,0330262130
277051,0385720920
277051,3442430496
277051,3442446325
277052,9513098648
277072,1573229571
277085,0434009407
277085,1841193887
277087,457871971
277087,840149768X
277087,8420603066
277087,8426105084
277087,8426429807
277087,843223138X
277087,8440630921
277087,8440630922
277087,8474541913
277087,8478091351
277094,0064404773
277107,006054094X
277107,0375706038
277107,081297106X
277107,1400032628
277116,3548208975
277124,0425189864
277124,0440236053
277124,0440241073
277128,0140118608
277135,0865472807
277139,0312960344
277143,031286504X
277143,0345342968
277143,0767903382
277157,0399141340
277157,0399148728
277159,0969691319
277170,0553211056
277170,0553285920
277171,0385422598
277171,0449213730
277171,0449224449
277171,0486282406
277171,0553580930
277171,0804102511
277171,080410946X
277179,0440414806
277186,0340734043
277187,0679745203
277188,0140254188
277189,074341232X
277195,0060391626
277195,0330332775
277195,0440174953
277195,055326611X
277195,0553347756
277195,0553379615
277195,0670869902
277195,0671021001
277195,0671647458
277195,1573221856
